ComplexID,ComplexName,Subunits_UniProt_IDs
Complex_1236,ITGA6-ITGB4-FYN complex_2321#ITGA6-ITGB4-LAMA5 complex_2322#ITGA6-ITGB4 complex_2323,ITGA6:ITGB4
Complex_1237,ITGA6-ITGB4-Igf1-Igf1r complex_7029,IGF1R:ITGA6:ITGB4
Complex_1238,ITGA6-ITGB4-Laminin10/12 complex_2318,ITGA6:ITGB4:LAMB1:LAMC1
Complex_1239,ITGA6-ITGB4-Laminin10/12 complex_2318,ITGA6:ITGB4:LAMA5:LAMB1:LAMC1
Complex_1240,ITGA6-ITGB4-Laminin10/12 complex_2319,ITGA6:ITGB4:LAMC1
Complex_1241,ITGA6-ITGB4-Laminin10/12 complex_2319,ITGA6:ITGB4:LAMA5:LAMB2:LAMC1
Complex_1242,ITGA9-ITGB1-ADAM15 complex_2445,ADAM15:ITGB1
Complex_1243,ITGAV-ITGB3-ADAM15 complex_2359,ADAM15:ITGAV
Complex_1244,ITGAV-ITGB3-Igf1-Igf1r complex_6980,IGF1R:ITGAV
Complex_1245,Ikaros-NuRD complex_583,CHD4:HDAC1:HDAC2
Complex_1246,Ilf2-Ilf3-Khdrbs1-Ncoa5-Ppp1a-Rbmx-Ylpm1 complex_7380,ILF2:ILF3:PPP1CA
Complex_1247,InsP3R1-HAP1A-Htt complex_464,HTT
Complex_1248,InsP3R1-HAP1A-Htt complex_464,HTT:ITPR1
Complex_1249,Integrator complex_1153,INTS1:INTS3:INTS7
Complex_1250,Integrator complex_1153,INTS1:INTS3:INTS5:INTS6:INTS7
Complex_1251,Integrator-RNAPII complex_1155,INTS1:INTS3:INTS7:POLR2A:POLR2B
Complex_1252,Integrator-RNAPII complex_1155,INTS1:INTS3:INTS5:INTS6:INTS7:POLR2A:POLR2B
Complex_1253,JBP1-pICln complex_825#20S methyltransferase core complex_836,CLNS1A:PRMT5
Complex_1254,KNL1-MIS12-NDC80-SPC24-ZWINT complex_7542,KNL1:ZWINT
Complex_1255,KNL1-MIS12-NDC80-SPC24-ZWINT complex_7542,KNL1:MIS12:NDC80:SPC24:ZWINT
Complex_1256,Kdm1a-Plod2 complex_7360,KDM1A:PLOD2
Complex_1257,Kif1ba-Dlg4-Dlg1-Magi2 complex_1914,DLG1:KIF1B
Complex_1258,Ku antigen complex_328#Rag1-Rag2-Ku70-Ku80 protein-DNA complex_367#TRF2-Ku complex_1220#Ku antigen-YY1-alphaMyHC promoter complex_2918#XRCC6-XRCC5-WRN complex_4082#WRN-Ku70-Ku80-PARP1 complex_5235#Ku-ORC complex_5251#DEAF1- complex_6310,XRCC5:XRCC6
Complex_1259,LDHA-LDHB complex_7258,LDHA:LDHB
Complex_1260,"LPAR2-TRIP6-NHERF2 complex, LPA stimulated_6794",SLC9A3R2:TRIP6
Complex_1261,Limd1-p62-Traf6-Prkcz complex_3539,LIMD1
Complex_1262,MAD1-mSin3A-HDAC2 complex_3054#Hdac2-Mecp2-Sin3a-Smarca2 complex_5185,HDAC2:SIN3A
Complex_1263,MBD1-MCAF1-SETDB1 complex_2238#SETDB1-containing HMTase complex_2749,ATF7IP:SETDB1
Complex_1264,MDC1-MRN-ATM-FANCD2 complex_2217,ATM:FANCD2:NBN:RAD50
Complex_1265,MDC1-MRN-ATM-FANCD2 complex_2217,ATM:FANCD2:MDC1:NBN:RAD50
Complex_1266,MIB complex_6249,APOO:CHCHD3:DNAJC11:IMMT:MTX1:SAMM50
Complex_1267,MICOS complex_6255,APOO:CHCHD3:IMMT
Complex_1268,MLL1-WDR5 complex_5386,ASH2L:CHD8:HCFC1:HSPA4:LAS1L:RUVBL1:WDR5
Complex_1269,MMS19 complex_6896#CIA2B-CIA1-MMS19 complex_6897,CIAO1:MMS19
Complex_1270,MMS19-XPD complex_7222,ERCC2:MMS19
Complex_1271,MRIT complex_5749,BCL2L1:CASP8
Complex_1272,MRN complex (MRE11-RAD50-NBN complex)_173#BRCA1-RAD50-MRE11-NBS1 complex_964#MDC1-MRE11-RAD50-NBS1 complex_2218#BRCA1-BARD1-BACH1-DNA damage complex II_2815,NBN:RAD50
Complex_1273,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)_627,NBN:RAD50:TRRAP
Complex_1274,MSH2-MSH6 complex_374#MSH2/6-BLM-p53-RAD51 complex_2224#MutS-alpha-PK-zeta complex_2226,MSH2:MSH6
Complex_1275,MSH2-MSH6-PMS2-MLH1 complex_369#MSH2-MSH6-PMS1-MLH1 complex_370,MLH1:MSH2:MSH6
Complex_1276,MeCP1 complex_62#MeCP1 complex_659,CHD4:HDAC1:HDAC2:MBD2:MBD3:MTA2:RBBP4:RBBP7
Complex_1277,MeCP2-SIN3A-HDAC complex_749#mSin3A-HDAC1-HDAC2 complex_3053,HDAC1:HDAC2:SIN3A
Complex_1278,MeCP2-Sin3a-Hdac complex_750,HDAC1:HDAC2:SIN3A
Complex_1279,Mediator complex_1184,MED12:MED24
Complex_1280,Mediator complex_1184,MED1:MED12:MED24:THRAP3
Complex_1281,Mediator complex_230#ARC-L complex_287#ARC complex_288,MED12:MED15:MED24
Complex_1282,Metaxin complex_3094,MTX1
Complex_1283,Multiprotein complex (monoubiquitination)_2453#SH3KBP1-CBLB-EGFR complex_5171#Sh3kbp1-Cblb-Egfr complex_5172,EGFR:SH3KBP1
Complex_1284,Multisynthetase complex_3040,AIMP1:AIMP2:DARS:EEF1E1:EPRS:IARS:KARS:LARS:MARS:QARS:RARS
Complex_1285,NCOR-SIN3-HDAC1 complex_747#HERP1/HEY2-NCOR-SIN3A complex_3263,HDAC1:NCOR2:SIN3A
Complex_1286,NCOR-SIN3-RPD3 complex_745,HDAC2:NCOR2:SIN3A
Complex_1287,NCOR2 complex_1505#NCOR-SIN3-HDAC-HESX1 complex_3167,HDAC1:HDAC2:NCOR2:SIN3A
Complex_1288,NDC80 kinetochore complex_127,NUF2:SPC24:SPC25
Complex_1289,NDC80 kinetochore complex_127,NDC80:NUF2:SPC24:SPC25
Complex_1290,"NHE3-NHERF2-ACTN4, Ca(2+) induced_6787",ACTN4:SLC9A3R2
Complex_1291,Nephrin multiprotein complex_179,ACTN1:IQGAP1:SPTAN1
Complex_1292,Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex_2984,HDAC1:RBBP4:RBBP7:SIN3A:SMAD4
Complex_1293,Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex_2984,HDAC1:RBBP4:RBBP7:SIN3A
Complex_1294,Nkx3.2-SMAD1-SMAD4-HDAC1 complex_2983,HDAC1:SMAD4
Complex_1295,Nkx3.2-SMAD1-SMAD4-HDAC1 complex_2983,HDAC1
Complex_1296,NuA4/Tip60 HAT complex_2856,ACTL6A:RUVBL1:TRRAP
Complex_1297,NuA4/Tip60 HAT complex_2856,ACTL6A:DMAP1:RUVBL1:TRRAP
Complex_1298,Nuclear pore complex_568,AAAS:NUP107:NUP133:NUP155:NUP160:NUP188:NUP205:NUP210:NUP214:NUP37:NUP43:NUP54:NUP62:NUP85:NUP88:NUP93:RAE1:RANBP2:SEC13:TPR
Complex_1299,Nup 107-160 subcomplex_87,NUP107:NUP133:NUP160:NUP37:NUP43:NUP85:SEC13
Complex_1300,Nup 107-160 subcomplex_87,NUP107:NUP133:NUP160:NUP37:NUP43:NUP85:NUP98:SEC13:SEH1L
Complex_1301,Oligosaccharyltransferase OSTC-III_1209,DAD1:DDOST:RPN1:RPN2:SEC61A1:SEC61B:SSR1:STT3A
Complex_1302,Oligosaccharyltransferase OSTC-III_1209,DAD1:DDOST:RPN1:RPN2:SEC61A1:SEC61B:SSR1:SSR3:STT3A
Complex_1303,Oligosaccharyltransferase OSTC-II_1208,DAD1:DDOST:RPN1:RPN2:SEC61A1:SEC61B:STT3A
Complex_1304,Oligosaccharyltransferase OSTC-I_1203,DAD1:DDOST:RPN1:RPN2:STT3A
Complex_1305,Oligosaccharyltransferase complex (Stt3A variant)_1199,DAD1:DDOST:MAGT1:RPN1:RPN2:STT3A
Complex_1306,Oligosaccharyltransferase complex (Stt3A variant)_1199,DDOST:MAGT1:RPN1:RPN2:STT3A
Complex_1307,Oligosaccharyltransferase complex (Stt3B variant)_1200,DAD1:DDOST:MAGT1:RPN1:RPN2:STT3B:TUSC3
Complex_1308,Oligosaccharyltransferase complex (Stt3B variant)_1200,DDOST:MAGT1:RPN1:RPN2:STT3B:TUSC3
Complex_1309,PBAF complex (Polybromo- and BAF containing complex)_149#BAF complex_189#SWI-SNF chromatin remodeling-related-BRCA1 complex_238#PBAF complex (Polybromo- and BAF containing complex)_556#BAF complex_1237#EBAFb complex_1239#EBAFa complex_1252,ACTL6A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1310,PCAF complex_471#USP22-SAGA complex_6641,TAF10:TRRAP
Complex_1311,PCNA-MLH1-PMS1 complex_285#EXO1-MLH1-PCNA complex_424,MLH1:PCNA
Complex_1312,PEF1-ALG2 complex_6375,PDCD6:PEF1
Complex_1313,PFKL-PFKM-PFKP complex_7348,PFKM:PFKP
Complex_1314,PFKL-PFKM-PFKP complex_7348,PFKL:PFKM:PFKP
Complex_1315,PHB-ANX2-CD36 complex_6560,ANXA2:PHB
Complex_1316,PP2A A/C-striatin complex_6182,PPP2R1A
Complex_1317,PP2A A/C-striatin complex_6182,PPP2R1A:STRN
Complex_1318,PRAME complex_7556,CUL2:OSGEP
Complex_1319,PRAME complex_7556,CUL2:LAGE3:OSGEP
Complex_1320,PU.1-Sin3A-Hdac-MeCP2 complex_717#PU.1-SIN3A-HDAC complex_720#SKI-NCOR1-SIN3A-HDAC1 complex_3044#SMAD3-cSKI-SIN3A-HDAC1 complex_3961#SMAR1-HDAC1-SIN3A-SIN3B repressor complex_6443#SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex_6444#Smad3-mSin3A-Hdac1 complex_6752#Gon4l-Hdac1-Sin3a-Yy1 complex_7558,HDAC1:SIN3A
Complex_1321,PYR complex_572,ACTL6A:CHD4:HDAC2:RBBP7:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1322,PYR complex_572,ACTL6A:CHD4:HDAC2:RBBP7:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCE1
Complex_1323,"Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)_5177",ACTN1:BCAR1:CTNNB1:JUP:PTK2:PXN:TLN1:VCL
Complex_1324,Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex_522,CTNNB1:FLOT2
Complex_1325,ProTalpha C2 complex_6984#ProTalpha C9 complex_6989,PTMA:SET
Complex_1326,ProTalpha C5 complex_6985#ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex_7298,ANP32A:C1QBP:PSMA1:PTMA:SLC25A3
Complex_1327,ProTalpha C7 complex_6987#ProTalpha C8 complex_6988,ANP32A:ANP32B:PTMA
Complex_1328,Pyruvate dehydrogenase complex_1375,DLAT:DLD:PDHA1:PDHB:PDHX
Complex_1329,RAD17-RFC complex_266#RFC2-5 subcomplex_2200,RFC2:RFC3:RFC4:RFC5
Complex_1330,RANBPM-Muskelin-TWA1-HSMpp8 complex_639,MKLN1:RANBP9
Complex_1331,RANBPM-Muskelin-TWA1-HSMpp8 complex_639,GID8:MKLN1:RANBP9
Complex_1332,RFC complex_277#BRD4-RFC complex_2203,RFC1:RFC2:RFC3:RFC4:RFC5
Complex_1333,RFC core complex_278,RFC2:RFC4:RFC5
Complex_1334,RFC2-RIalpha complex_1132,PPP2R1A:RFC4
Complex_1335,"RHOA-IP3R-TRPC1 complex_553#cGMP kinase signaling complex (IP3RI, IRAG, cGKI-beta, alpha-actin, calponin H1, PLN, RhoA)_712",ITPR1:RHOA
Complex_1336,RIPK1-FADD-caspase-8 complex_6414,CASP8:FADD:RIPK1
Complex_1337,"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying_3060#RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying_3062",POLR2A:SMARCB1
Complex_1338,"RNA polymerase II complex, chromatin structure modifying_3065",ACTL6A:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1339,"RNA polymerase II complex, chromatin structure modifying_3065",ACTL6A:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCE1
Complex_1340,"RNA polymerase II complex, chromatin structure modifying_3066",GTF2F1:POLR2A:SMARCA4:SMARCB1
Complex_1341,"RNA polymerase II complex, chromatin structure modifying_3066",CREBBP:POLR2A:SMARCA2:SMARCA4:SMARCB1
Complex_1342,RSmad complex_2829,SMAD4:TRIM33
Complex_1343,RSmad complex_2829,ARID1B:CREBBP:SMARCA4:SMARCC1:SMARCC2:TRIM33
Complex_1344,Respiratory chain complex I (beta subunit) mitochondrial_2914,MT-ND4:NDUFAB1:NDUFB10:NDUFB11:NDUFB8:NDUFB9
Complex_1345,"Respiratory chain complex I (incomplete intermediate), mitochondrial_2948",NDUFA9:NDUFB8:NDUFS1:NDUFS2:NDUFS7:NDUFV2
Complex_1346,"Respiratory chain complex I (incomplete intermediate), mitochondrial_2948",NDUFA10:NDUFS1:NDUFS2:NDUFS6:NDUFS7:NDUFV2
Complex_1347,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial_2904#Respiratory chain complex I (intermediate), mitochondrial_2905",NDUFA2:NDUFA6:NDUFS2:NDUFS3:NDUFV2
Complex_1348,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial_2904#Respiratory chain complex I (intermediate), mitochondrial_2905",NDUFA6:NDUFS2:NDUFS3:NDUFV2
Complex_1349,"Respiratory chain complex I (subcomplex I beta), mitochondrial_402#Respiratory chain complex I (beta subunit) mitochondrial_2924",MT-ND4:NDUFAB1:NDUFB10:NDUFB11:NDUFB8:NDUFB9
Complex_1350,Retrotranslocation complex_156,DERL1:GEMIN4:SYVN1
Complex_1351,Retrotranslocation complex_156,DERL1:GEMIN4
Complex_1352,Ric-8A G(i) alpha-2 subunit complex_171,GNAI2:RIC8A
Complex_1353,SCHIP1-EZR-NHERF2 complex_6784,EZR:SLC9A3R2
Complex_1354,SELK multiprotein complex_6131,CANX:DDOST:DERL1:RPN1:RPN2:STT3A:VCP
Complex_1355,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced_3234",HDAC1:SMAD4
Complex_1356,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced_3234",HDAC1
Complex_1357,"SMN complex, U7 snRNA specific_2757",SNRPD3:SNRPF
Complex_1358,"SMN complex, U7 snRNA specific_2757",SNRPD3:SNRPE
Complex_1359,"SNARE complex (RINT1, ZW10, p31, Stx18)_704#SNARE complex (RINT1, ZW10, p31)_705",PSMD8:ZW10
Complex_1360,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)_1874",STX12:VAMP2:VAMP3
Complex_1361,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)_1874",STX12:VAMP3
Complex_1362,"SNARE complex (STX11, VAMP2, SNAP23)_797",SNAP23:VAMP2
Complex_1363,"SNARE complex (STX2, SNAP23)_801",SNAP23:STX2
Complex_1364,"SNARE complex (STX4, SNAP23, VAMP1)_730#SNARE complex (STX4, SNAP23)_805",SNAP23:STX4
Complex_1365,"SNARE complex (STX4, SNAP23, VAMP2)_731",SNAP23:STX4:VAMP2
Complex_1366,"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)_1169",SNAP23:STX4:VAMP3:VAMP8
Complex_1367,"SNARE complex (Stx2, Snap25, Vamp2)_977#SNARE complex (Stx2, Snap25, Vamp2, Syt1)_982#SNARE complex (Stx2, Snap25, Vamp2, Cplx1)_986#SNARE complex (Stx2, Snap25, Vamp2, Cplx2)_987",STX2:VAMP2
Complex_1368,"SNARE complex (Stx2, Snap25, Vamp8)_855",STX2:VAMP8
Complex_1369,"SNARE complex (Stx4, Snap25, Vamp2)_979#SNARE complex (Stx4, Snap25, Vamp2, Syt1)_980",STX4:VAMP2
Complex_1370,"SNARE complex (Stx4, Snap25, Vamp8)_857",STX4:VAMP8
Complex_1371,"SNARE complex (VAMP2, SNAP25, STX13)_707",STX12:VAMP2
Complex_1372,"SNARE complex (VAMP3, VAMP4, STX16)_875",STX16:VAMP3
Complex_1373,"SNARE complex (VAMP3, VAMP4, STX16)_875",STX16:VAMP3:VAMP4
Complex_1374,"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)_874",VAMP3:VAMP8
Complex_1375,"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)_874",STX6:VAMP3:VAMP4:VAMP8
Complex_1376,SRCAP-associated chromatin remodeling complex_304#TIP49-TIP48-BAF53 complex_1173,ACTL6A:RUVBL1:RUVBL2
Complex_1377,"STAGA complex, SPT3-linked_6664",ENY2:TAF10
Complex_1378,"STAGA complex, SPT3-linked_6664",ENY2:SAP130:TRRAP
Complex_1379,STAGA complex_476,SF3B3:TAF10:TRRAP
Complex_1380,STAGA complex_476,SF3B3:TRRAP
Complex_1381,STAT6-p100-RHA complex_3129,DHX9:SND1
Complex_1382,STRIPAK complex_6171,MOB4:PPP2R1A:STRIP1:STRN
Complex_1383,"Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex_6969#Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex_6973#Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex_6974",SPTLC1:SPTLC2
Complex_1384,Smarca2-Smarce1-Mecp2 complex_5158,SMARCA4:SMARCE1
Complex_1385,Sororin-cohesin complex_5432,PDS5A:RAD21:SMC1A:SMC3
Complex_1386,Sororin-cohesin complex_5432,CDCA5:PDS5A:PDS5B:RAD21
Complex_1387,Src-dynamin-synapsin-alpha-adaptin complex_148,AP2A2:DNM1
Complex_1388,TFIID complex_496#cmplx_17271816181707102019812,TAF10:TAF4
Complex_1389,"TFIID-beta complex_469#TFIID complex_484#TFIID complex, B-cell specific_485#DA complex_492#DAB complex_493#TFIID complex_509#TFIID-beta complex_514",TAF10:TAF4
Complex_1390,"TFIID-beta complex_469#TFIID complex_484#TFIID complex, B-cell specific_485#DA complex_492#DAB complex_493#TFIID complex_509#TFIID-beta complex_514",TAF4:TAF6
Complex_1391,TFIIH transcription factor complex_107#TFIIH transcription factor complex_1029#CAK-ERCC2 complex_1030,CCNH:CDK7:ERCC2:MNAT1
Complex_1392,TFTC complex (TATA-binding protein-free TAF-II-containing complex)_445#TFTC complex (TATA-binding protein-free TAF-II-containing complex)_470#TFTC complex (TATA-binding protein-free TAF-II-containing complex)_513,SF3B3:TAF10:TAF4:TRRAP
Complex_1393,TFTC complex (TATA-binding protein-free TAF-II-containing complex)_445#TFTC complex (TATA-binding protein-free TAF-II-containing complex)_470#TFTC complex (TATA-binding protein-free TAF-II-containing complex)_513,SF3B3:TAF4:TAF6:TRRAP
Complex_1394,TFTC-type histone acetyl transferase complex_441,MED12:MED24:TRRAP
Complex_1395,TFTC-type histone acetyl transferase complex_441,MED1:MED12:MED17:MED24:TRRAP
Complex_1396,THSD1-FAK-talin-vinculin complex_6990,PTK2:TLN1:VCL
Complex_1397,"TIM (TIM9, TIM10) complex, mitochondrial_623",TIMM10:TIMM9
Complex_1398,TIP60 histone acetylase complex_525#NuA4/Tip60-HAT complex_528#NuA4/Tip60-HAT complex_529#NuA4/Tip60-HAT complex B_787#NuA4/Tip60-HAT complex A_798#DMAP1-associated complex_799#p400-associated complex_1166#c-MYC-ATPase-helicase complex_1170#NuA4/Tip60 HAT complex_2857,ACTL6A:RUVBL1:RUVBL2:TRRAP
Complex_1399,"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)_5196",ANKRD28:CHUK:CUL1:NFKB2:PPP6C:PPP6R2:RELA:SKP1
Complex_1400,"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)_5196",ANKRD28:CUL1:NFKB2:PPP6C:PPP6R1:PPP6R2:RELA:SKP1
Complex_1401,TRAP complex_66#SMCC complex_301#TRAP complex_535#SMCC complex_547#DRIP complex_548#ESR1-TRAP/Mediator coactivator-complex_7581#ESR2-TRAP/Mediator coactivator complex_7582,MED12:MED24
Complex_1402,TRRAP-BAF53-HAT complex_1175,ACTL6A:TRRAP
Complex_1403,"Ternary complex (TRAF2, FADD, TRADD)_5541",FADD
Complex_1404,"Ternary complex (TRAF2, FADD, TRADD)_5541",FADD:TRADD
Complex_1405,"Traf6-p62-aPKC complex, RANK-L stimulated_3553",PRKCI:SQSTM1
Complex_1406,Translocon-associated protein (TRAP) complex_2732,SSR1:SSR4
Complex_1407,Translocon-associated protein (TRAP) complex_2732,SSR1:SSR3:SSR4
Complex_1408,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)_1211",CUL4B:DDB1
Complex_1409,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)_1211",ARNT:CUL4B:DDB1:TBL3
Complex_1410,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)_6231#Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)_6233",CUL3:WNK1
Complex_1411,"Ubiquitin E3 ligase (CUL3, KLHL9, KLHL13, RBX1)_7523",CUL3:KLHL13
Complex_1412,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)_391#Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)_1214#Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)_2172#Ubiquitin E3 ligase (DDIT4, DDB1, BTRC, CUL4A)_6291#CUL4A-DDB1-DTL complex_6486#CUL4A-DDB1-EED complex_6488#CUL4A-DDB1-RBBP5 complex_6491#CUL4A-DDB1-WDR5B complex_6492#CUL4B-DDB1-TLE1 complex_6550",CUL4A:DDB1
Complex_1413,"Ubiquitin E3 ligase (DDB1, DYRK2, EDD, VPRBP)_6290",DDB1
Complex_1414,"Ubiquitin E3 ligase (DDB1, DYRK2, EDD, VPRBP)_6290",DDB1:UBR5
Complex_1415,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)_227#Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)_729#Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)_1052#Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)_1215#Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)_1260#Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)_2188#Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)_2189#Ubiquitin E3 ligase (Fbxo15, Cul1, Skp1a)_2190#Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)_2191#Ubiquitin E3 ligase (Fbxo32, Skp1a, Cul1, Rbx1)_2193#Ubiquitin E3 ligase (Fbxo2, Skp1a, Cul1, Rbx1)_2194#Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)_2724#Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)_2725#Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)_2772#Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)_2773#Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)_2880#Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)_2881#Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)_3037#Ubiquitin E3 ligase (CUL1, RBX1, SKP1)_4072#Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1_6633#Ubiquitin E3 ligase (CUL1, FBXO10, SKP1)_6900#Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)_6901#Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1)_6902#Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1)_6903#Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1)_6904",CUL1:SKP1
Complex_1416,Vacuolar ATPase_373,ATP6AP1:ATP6AP2:ATP6V0A1:ATP6V0D1:ATP6V1A:ATP6V1E1:ATP6V1F
Complex_1417,Vigilin-DNA-PK-Ku antigen complex_1571,HDLBP:PRKDC:XRCC5:XRCC6
Complex_1418,WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex_7065,ATG101:ATG13:WDR41
Complex_1419,WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex_7065,ATG101:ATG13:SMCR8:WDR41
Complex_1420,WNK1-OSR1 complex_1121,OXSR1:WNK1
Complex_1421,WNK1-SPAK complex_1123,STK39:WNK1
Complex_1422,beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)_4869,DLG1:PRKAR2A
Complex_1423,c-Src-Muc1 complex_2584,CSK
Complex_1424,hs4 enhancer complex (faster migrating complex)_3045#p50-p65 Nf(kappa)B complex_5368#p50-p65 NF(kappa)B complex_5460#p50-p65 NF(kappa)B-SRC1 complex_5461#IKBA-p50-p65 Nf(kappa)B complex_5464,NFKB1:RELA
Complex_1425,"mTOR complex (MTOR, RAPTOR)_2991",MTOR:RPTOR
Complex_1426,"mTOR complex (MTOR, RICTOR, MLST8)_1895#mTORC2 complex_3979",MLST8:MTOR:RICTOR
Complex_1427,mTORC1 complex_2970,MLST8:MTOR:RPTOR
Complex_1428,nKHC-KLC1-uKHC kinesin complex_2585,KIF5B:KLC1
Complex_1429,p54(nrb)-PSF-matrin3 complex_335,MATR3:NONO
Complex_1430,"prohibitin 2 complex, mitochondrial_6289",HAX1:PHB:PHB2:SLC25A5:VDAC2
Complex_1431,protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5)_6308,DDX28:DHX30:FASTKD2:FASTKD5:GRSF1
Complex_1432,5FMC (Friends of Methylated Chtop) complex_6854#LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex_6855,WDR18
Complex_1433,9-1-1-POLB complex_2198#9-1-1 complex_2809#9-1-1-RHINO complex_6728#9b-1-1 complex_6733,HUS1:RAD1
Complex_1434,ABCB1-ANXA2-RACK1-SRC complex_7248,ABCB1:ANXA2:RACK1
Complex_1435,ARC-L complex_287#ARC complex_288,MED12:MED15:MED24
Complex_1436,ARC-L complex_287#ARC complex_288,MED1:MED12:MED15:MED17:MED24
Complex_1437,Agap11-AP3 complex_990,AP3B1:AP3M1
Complex_1438,Apoptosome-procaspase 9 complex_5816,APAF1:CASP9
Complex_1439,B23-NPM3 complex_3457#B23-NPM3 complex_3458,NPM1:NPM3
Complex_1440,BRAFT complex_244,MLH1:RPA1:RPA2:RPA3
Complex_1441,BRAFT complex_244,MLH1:RPA1:RPA2:RPA3:TOP3A
Complex_1442,BRAFT complex_248#RPA-MSH4-BLM complex_2221#BLM complex II_2738#RPA complex_5229,RPA1:RPA2:RPA3
Complex_1443,CASK-LIN7C-APBA1 complex_617#CASK-Caskin1-Velis complex_2916,CASK:LIN7C
Complex_1444,CPSF6-ITCH-NUDT21-POLR2A complex_1769,ITCH
Complex_1445,CSK-GAP-A.p62 complex_2583,CSK:KHDRBS1
Complex_1446,Calcineurin-FKBP12 complex_6374,FKBP1A:PPP3R1
Complex_1447,Casein kinase II-HMG1 complex_2719,CSNK2A1:CSNK2A2
Complex_1448,Casein kinase II-HMG1 complex_2719,CSNK2A1:CSNK2A2:CSNK2B
