ComplexID,ComplexName,Organism,Subunits_UniProt_IDs,GO description
1227,H2AX complex II,Human,"P06748,P11021,P16104,P16989,P27797,P33778,P62805,Q8N257,Q96EY7,Q99879","DNA repair;DNA topological change;cell cycle checkpoint;DNA-templated transcription, elongation;cellular response to DNA damage stimulus;chromosome organization;nucleus"
1228,Epsin-clathrin complex,Rat,"O08838,O88339,P18484,P84092,Q05140",endocytosis;cytoplasm
1229,RACK1-containing mRNP complex,Rat,"P63245,Q6AY21,Q9EPH8,Q9JIR1",regulation of translation;RNA binding;synaptic transmission;plasma membrane
1230,WINAC complex,Human,"O14497,O96019,P11473,P51531,P51532,Q02880,Q12824,Q13111,Q8TAQ2,Q92922,Q969G3,Q96GM5,Q9UIG0,Q9Y5B9","DNA replication;DNA topological change;mitotic S phase;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;chromosome organization;nucleus;receptor binding"
1231,FIB-associated protein complex,Human,"O14744,P22087,Q07021,Q71U36,Q99873,Q9H4B7",rRNA processing;rRNA modification;ribosome biogenesis;nucleus
1232,REST-CoREST-mSIN3A complex,Human,"Q13127,Q96ST3,Q9UKL0","negative regulation of transcription, DNA-templated;neurogenesis;generation of neurons;neuron differentiation;nervous system development;nucleus"
1233,CoREST-HDAC2 complex,Human,"Q92769,Q9UKL0","DNA topological change;negative regulation of transcription, DNA-templated;protein deacetylation;chromosome organization;nucleus"
1235,"SNARE complex (Vamp2, Snap25, Stx1a, Syt1, Cplx1)",Rat,"P21707,P32851,P60881,P63041,P63045",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1236,"SNARE complex (Vamp2, Snap25, Stx1a, Syt1, Cplx2)",Rat,"P21707,P32851,P60881,P63045,P84087",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1237,BAF complex,Human,"O14497,O96019,P51531,P51532,Q12824,Q8TAQ2,Q92922,Q969G3,Q96GM5","DNA topological change;positive regulation of transcription, DNA-templated;DNA binding;chromosome organization;nucleus"
1239,EBAFb complex,Human,"O96019,P51532,Q03111,Q12824,Q8NFD5,Q8TAQ2,Q92922,Q92925,Q969G3,Q96GM5","DNA topological change;positive regulation of transcription, DNA-templated;DNA binding;chromosome organization;chromosome"
1240,SC5bp-7 complex,Rabbit,"G1SGF8,G1SNT3,G1SPF9,P22458,P48747,P98136",
1241,Esr1-Pit1 complex,Rat,"P06211,P10037","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
1243,"Ubiquitin E3 ligase (SPOP, DAXX, CUL3)",Human,"O43791,Q13618,Q9UER7","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;regulation of programmed cell death;nucleus"
1244,"SNARE complex (STX1A, STX1B, SNAP25, RAB3A, SYT1, VAMP2)",Bovine,"P11023,P32850,P48018,P61267,P63026,Q17QQ3",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1245,Protein phosphatase 4 complex,Human,"P60510,Q9NY27",protein dephosphorylation;centrosome;microtubule cytoskeleton organization
1246,ERdj3-BiP complex,Mouse,"P20029,Q99KV1",protein stabilization;protein folding;endoplasmic reticulum unfolded protein response;endoplasmic reticulum
1247,"SNARE complex (STX1a, STX1b, SNAP25, RAB3a, SYT1, VAMP2, CPLX2)",Bovine,"P11023,P32850,P48018,P61267,P63026,P84088,Q17QQ3",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1248,Apoptosome,Human,"O14727,P99999",apoptotic process;cytoplasm
1250,RB-E2F1 complex,Human,"P06400,Q01094",cell cycle arrest;cellular response to DNA damage stimulus;nucleus
1252,EBAFa complex,Human,"O14497,O96019,P51532,Q03111,Q12824,Q8TAQ2,Q92922,Q92925,Q969G3,Q96GM5","DNA topological change;positive regulation of transcription, DNA-templated;DNA binding;chromosome organization;chromosome"
1254,Menin-associated histone methyltransferase complex,Human,"O00255,P30876,P61964,Q15291,Q9C005,Q9UBL3,Q9UMN6","DNA topological change;regulation of gene expression by genetic imprinting;positive regulation of transcription, DNA-templated;protein hydroxylation;protein methylation;chromosome organization;cell differentiation;nucleus"
1255,"Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)",Human,"O60907,P63208,Q8IUQ4,Q9HB71",protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;signaling
1256,MLL-HCF complex,Human,"O00255,P05546,P51610,P61964,Q03164,Q15291,Q9UBL3","DNA topological change;regulation of gene expression by genetic imprinting;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein hydroxylation;protein methylation;chromosome organization;nucleus"
1257,ALL-1 supercomplex,Human,"O00422,O60264,O60341,O75446,O94776,O95983,P20226,P21675,P49848,P51531,P61964,P62826,Q03164,Q09028,Q12824,Q12873,Q13547,Q15029,Q15291,Q16514,Q16576,Q16594,Q8TAQ2,Q92769,Q92797,Q92922,Q96ST3,Q9P2I0","DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein deacetylation;protein hydroxylation;protein methylation;chromosome organization;nucleus"
1258,"Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)",Human,"P62877,P63208,Q8N3Y1,Q92990",protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;vasculogenesis
1259,Chromatin assembly complex (CAF-1 complex),Human,"Q09028,Q13111,Q13112",DNA replication;DNA topological change;mitotic S phase;chromosome organization;nucleus
1260,"Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)",Human,"P62877,P63208,Q13616,Q86XK2",protein deneddylation;protein sumoylation;protein desumoylation;protein neddylation;Smt3-protein conjugation;cellular protein modification process;regulation of sequence-specific DNA binding transcription factor activity;nucleus
1261,SRm160/300 complex,Human,"P08621,P09661,P62995,Q8IYB3,Q9UQ35",RNA splicing;RNA binding;nucleus
1297,MKK4-ARRB2-ASK1 complex,Human,"P32121,P45985,Q99683",JNK cascade;MAPK cascade
1298,MKK4-ARRB2-JNK3 complex,Human,"P32121,P45985,P53779",JNK cascade;MAPK cascade
1299,POSH-MLK3 complex,Human,"Q16584,Q7Z6J0",JNK cascade
1301,CRLR-RAMP1 complex,Human,"O60894,Q16602",G-protein coupled receptor signaling pathway;plasma membrane
1307,Multiprotein complex (mRNA turnover),Human,"O60506,O75534,P11940,Q14103,Q9H074",RNA catabolic process;cytoplasm
1310,Rab27a-Mlph-Myo5a complex,Mouse,"Q91V27,Q99104,Q9ERI2",protein transport
1332,Large Drosha complex,Human,"O00571,O14979,O43143,P17844,P31943,P35637,P52272,Q00839,Q01844,Q12905,Q12906,Q13148,Q8WYQ5,Q92499,Q92804,Q92841,Q96SB4,Q9BUJ2,Q9NRR4,Q9UKM9",RNA processing;RNA binding;nucleus
1338,"FOXO3-PCAF complex, oxidative stress stimulated",Human,"O43524,Q92831","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to reactive oxygen species;response to oxidative stress;nucleus"
1345,Septin complex,Human,"Q15019,Q16181,Q92599,Q9NVA2,Q9UHD8",actin filament reorganization involved in cell cycle;cell budding
1352,"ING4 complex (ING4, JADE1, KAT7, MEAF6)",Human,"O95251,Q6IE81,Q9HAF1,Q9UNL4",mitotic cell cycle;regulation of cell cycle;angiogenesis
1371,Gata1-Tal1-Tcf3-Lmo2 complex,Mouse,"P15806,P17679,P22091,P25801","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;erythrocyte differentiation"
1372,Rb-tal-1-E2A-Lmo2-Ldb1 complex,Human,"P06400,P15923,P17542,P25791,Q86U70","negative regulation of transcription, DNA-templated;erythrocyte differentiation;nucleus"
1373,Ldb1-Lmo2-Gata-1-Tal1-E47 complex,Mouse,"P15806,P17679,P22091,P25801,P70662","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus;hemopoiesis"
1375,Pyruvate dehydrogenase complex,Bovine,"A7MB35,F1N206,P11180,P11966,P22439",metabolic process;pyruvate dehydrogenase complex;mitochondrion
1377,hASC-1 complex,Human,"Q15650,Q8N3C0,Q8N9N2,Q9H1I8","positive regulation of transcription, DNA-templated;signaling;nucleus"
1379,GALNS-lysosomal hydrolase 1.27 MDa complex,Human,"P10619,P16278,P34059,Q99519",polysaccharide metabolic process;polysaccharide biosynthetic process;polysaccharide catabolic process;vacuole;lysosome
1380,Elongator holo complex,Human,"O95163,Q6IA86,Q96EB1,Q9H9T3","DNA-templated transcription, elongation;protein acetylation;protein deacetylation;nucleus"
1386,TTP-AGO4 complex,Human,"P26651,Q9HCK5",mRNA catabolic process;mRNA destabilization
1387,TTP-AGO2 complex,Human,"P26651,Q9UKV8",mRNA catabolic process;mRNA destabilization
1388,RB1-TFAP2A complex,Dog,"F1PFJ9,Q9XSY1","positive regulation of transcription, DNA-templated"
1400,ASCOM complex,Human,"O14686,P07437,P68366,Q14686,Q15291,Q8NEZ4,Q9UBL3","DNA topological change;positive regulation of transcription, DNA-templated;DNA binding;chromosome organization;nucleus"
1413,NCOR1 complex,Human,"O15379,O75376,P51532,Q12824,Q13263,Q15393,Q15459,Q6ZRS2,Q8TAQ2,Q92922","DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein deacetylation;chromosome organization;nucleus"
1448,LIN2-LIN7-SAP97 complex,Human,"O14910,O14936,Q12959",intracellular protein transport;protein targeting;protein transport;anisotropic cell growth;axis specification;epithelial cell differentiation;morphogenesis of an epithelium
1449,Dlg3-Lin7a-Dlg1 complex,Mouse,"P70175,Q811D0,Q8JZS0",intracellular protein transport;protein targeting;protein transport;anisotropic cell growth;axis specification
1462,hPRC1L complex,Human,"P35226,Q06587,Q8IXK0,Q99496",DNA modification;DNA restriction-modification system;RNA biosynthetic process;protein ubiquitination;nucleus
1471,"pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)",Human,"O43463,Q08999,Q09472,Q13547,Q15329","transcription, DNA-templated"
1474,SMAD3/4-E2F4/5-p107-DP1 complex,Human,"P28749,P84022,Q13485,Q14186,Q15329,Q16254","negative regulation of transcription, DNA-templated;DNA binding;transforming growth factor beta receptor signaling pathway;nucleus"
1475,S-phase-specific E2F-p107 complex,Mouse,"P97377,Q08639,Q61456,Q64701,Q8R0K9",mitotic S phase;liver development
1505,NCOR2 complex,Human,"O15379,O75376,O75446,Q13547,Q92769,Q96ST3,Q9Y618","DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein deacetylation;chromosome organization;nucleus"
1519,IL6ST-PRKCD-STAT3 complex,Human,"P40189,P40763,Q05655",regulation of interleukin-6-mediated signaling pathway
1521,p300-SMAD1-STAT3 complex,Human,"P40763,Q09472,Q15797","positive regulation of transcription, DNA-templated;enzyme linked receptor protein signaling pathway;astrocyte differentiation"
1522,STAT3 homodimer complex,Human,P40763,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding"
1537,Plxnb1-Rnd1-Rras complex,Rat,"D3Z8L7,D3ZDX5,Q5FVG9",GTPase activator activity;positive regulation of GTPase activity;cell surface receptor signaling pathway;cell adhesion;receptor binding
1539,"G protein complex (GNG2, GNB2L1, RAF1)",Human,"P04049,P59768,P63244",G-protein coupled receptor signaling pathway
1571,Vigilin-DNA-PK-Ku antigen complex,Human,"P12956,P13010,P78527,Q00341",chromosome segregation;protein phosphorylation;RNA binding;chromosome
1595,Cdk5-c-Abl-Cables complex,Mouse,"P00520,P49615,Q9ESJ1",protein phosphorylation;nervous system development;neuron projection development
1612,GNAS-GNB1-GNG2 complex,Human,"P59768,P62873,P63092",signaling
1617,"G protein complex (CACNA1A, GNB1, GNG2)",Human,"O00555,P59768,P62873",G-protein coupled receptor signaling pathway
1619,"G protein complex (HDAC5, GNB1, GNG2)",Human,"P59768,P62873,Q9UQL6","negative regulation of transcription, DNA-templated;G-protein coupled receptor signaling pathway"
1620,"G protein complex (HDAC4, GNB1, GNG2)",Human,"P56524,P59768,P62873","negative regulation of transcription, DNA-templated;G-protein coupled receptor signaling pathway"
1623,FA core complex 1 (Fanconi anemia core complex 1),Human,"O15287,O15360,Q00597,Q9HB96,Q9NPI8",protein ubiquitination;cellular response to DNA damage stimulus;nucleus
1624,FA core complex (Fanconi anemia core complex),Human,"O15287,O15360,Q00597,Q0VG06,Q8IYD8,Q8NB91,Q9HB96,Q9NPI8,Q9NW38",protein ubiquitination;cellular response to DNA damage stimulus;nucleus
1625,FA core complex (Fanconi anemia core complex),Human,"O15287,O15360,Q00597,Q8IYD8,Q8NB91,Q9HB96,Q9NPI8",protein ubiquitination;cellular response to DNA damage stimulus;nucleus
1634,CyclinD1-CDK4-p21 complex,Human,"P11802,P24385,P38936",cell cycle arrest;intracellular signal transduction
1656,p27-cyclinE-CDK2 complex,Human,"P24864,P24941,P46527",G1/S transition of mitotic cell cycle;nucleus
1729,TLE1 corepressor complex (MASH1 promoter-corepressor complex),Human,"P06748,P09874,P19338,P34932,P35580,P60709,Q02880,Q04724,Q15233,Q92878","negative regulation of transcription, DNA-templated;protein binding;DNA binding;regulation of sequence-specific DNA binding transcription factor activity;neuron differentiation;nucleus"
1730,Nfatc2ip-Prmt1 complex,Mouse,"O09130,Q60591,Q9JIF0",
1731,PRMT1 complex,Human,Q99873,protein hydroxylation;protein methylation;nucleus
1734,SF3A1-SF3A2-SF3A3 complex,Human,"Q12874,Q15428,Q15459",RNA splicing;nucleus
1737,SF3b complex,Human,"O75533,Q13435,Q15393,Q15427,Q7RTV0,Q86XP3,Q9BWJ5,Q9Y3B4",RNA splicing;nucleus
1743,(E.F.G) complex,Human,"P62304,P62306,P62308",nucleus;spliceosomal snRNP assembly
1745,SMN complex,Human,"O14893,P09012,P14678,P57678,P62304,P62306,P62308,P62314,P62316,P62318,P63162,Q8TEQ6,Q8WXD5,Q9H840,Q9UHI6",RNA splicing;RNA biosynthetic process;protein complex assembly;RNA binding;cytoplasm;nucleus
1746,SMN containing complex,Human,"O14893,P09382,P17931,P57678,P62314,P62316,P62318,Q16637",RNA splicing;RNA biosynthetic process;protein complex assembly;RNA binding;nucleus
1749,SMN-PolII-RHA complex,Human,"O14893,P08579,P14678,P20226,P24928,P57678,P63162,Q00403,Q08211,Q9UHI6",RNA splicing;RNA biosynthetic process;protein complex assembly;RNA binding;cytoplasm;nucleus
1750,PPP4C-PPP4R2-Gemin3-Gemin4 complex,Human,"P57678,P60510,Q9NY27,Q9UHI6",protein dephosphorylation;nucleus
1751,SMN complex,Human,"O14893,P09012,P14678,P57678,Q16637,Q8TEQ6,Q8WXD5,Q9H840,Q9UHI6,Q9Y3F4",RNA splicing;RNA biosynthetic process;protein complex assembly;RNA binding;ion transport;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus
1752,SMN complex,Human,"O14893,P57678,Q16637,Q8TEQ6,Q8WXD5,Q9H840,Q9UHI6",RNA splicing;RNA biosynthetic process;protein complex assembly;RNA binding;cytoplasm;nucleus
1767,CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,Human,"O43809,P24928,Q14157,Q16630,Q96J02",
1768,CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,Human,"O43809,P24928,Q01844,Q14157,Q16630,Q96J02",
1769,CPSF6-ITCH-NUDT21-POLR2A complex,Human,"O43809,P24928,Q16630,Q96J02",
1777,"Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta)",Human,"O15105,P36897,P37173,Q9HAU4",transforming growth factor beta receptor signaling pathway;cytoplasm;protein ubiquitination;ubiquitin-dependent protein catabolic process
1778,TGF-beta-receptor-Strap complex,Mouse,"Q62312,Q64729,Q9Z1Z2",transforming growth factor beta receptor signaling pathway;cytoplasm
1779,TGF-beta-receptor-PAR6 complex,Human,"P36897,P37173,Q9NPB6",transforming growth factor beta receptor signaling pathway;cell-cell junction assembly;cell junction
1782,TGF-beta receptor,Mouse,"Q62312,Q64729",protein binding;transforming growth factor beta receptor signaling pathway;plasma membrane
1783,"Ubiquitin E3 ligase (SMAD7, SMURF1) - TGFBR1",Human,"O15105,P36897,Q9HCE7",protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;transforming growth factor beta receptor signaling pathway;cytoplasm
1787,Nogo-potassium channel complex,Human,"P16389,P78357,Q09470,Q9NQC3",cation transmembrane transporter activity;cation transport;ion channel activity;neurogenesis;generation of neurons;central nervous system development
1793,LINGO1-RTN4R-NGFR complex,Human,"P08138,Q96FE5,Q9BZR6",neurogenesis;generation of neurons;neuron projection development
1804,Smurf1-Par6 complex,Mouse,"Q9CUN6,Q9Z101",protein ubiquitination;cell-cell junction assembly;epithelial cell differentiation;morphogenesis of an epithelium;cytoplasm;epithelial to mesenchymal transition
1810,ITGA4-PXN-GIT1 complex,Human,"P13612,P49023,Q9Y2X7",cell migration
1812,AXIN-MEKK4-CCD1 complex,Human,"O15169,Q155Q3,Q9Y6R4",JNK cascade
1826,SMAD3-HEF1-APC10-CDH1 complex,Human,"P12830,P84022,Q14511,Q9UM13",proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;transforming growth factor beta receptor signaling pathway;cytoplasm
1827,PML-SMAD2/3-SARA complex,Human,"O95405,P29590,P84022,Q15796",transforming growth factor beta receptor signaling pathway;cytoplasm
1828,TGF-beta receptor I-Axin-SMAD3 complex,Human,"O15169,P36897,P84022",transforming growth factor beta receptor signaling pathway;cytoplasm
1829,SMAD3-VDR complex,Mouse,"P48281,Q8BUN5","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;signaling;transforming growth factor beta receptor signaling pathway;nucleus"
1830,Smad3-Hdac-Runx2 complex,Rat,"P84025,Q5RJZ2,Q99P99,Q9Z2J9","DNA topological change;negative regulation of transcription, DNA-templated;protein deacetylation;DNA binding;transforming growth factor beta receptor signaling pathway;chromosome organization;osteoblast differentiation;nucleus"
1831,PIAS3-SMAD3-P300 complex,Human,"P84022,Q09472,Q9Y6X2","DNA topological change;positive regulation of transcription, DNA-templated;protein acetylation;DNA binding;transforming growth factor beta receptor signaling pathway;chromosome organization;nucleus"
1839,SDCBP-CTNNB1-CTNNA1-CDH1 complex,Dog,"B6V8E6,E2R9S7,F1PAA9,F1PKR0",cell-cell junction assembly
1843,EB1-APC-mDia2 complex,Mouse,"Q61166,Q61315,Q9Z207",cell migration;microtubule cytoskeleton organization;microtubule cytoskeleton
1844,APC-IQGAP1 complex,Human,"P25054,P46940",cell migration;cytoskeleton organization;cytoskeleton
1845,APC-IQGAP1-CLIP-170 complex,Human,"P25054,P30622,P46940",cell migration;cytoskeleton organization;cytoskeleton
1847,Axin-GSK-3-beta-beta-catenin complex,Rat,"O70239,P18266,Q9WU82",Wnt signaling pathway
1851,BUB1-BUB3 complex,Human,"O43683,O43684",protein phosphorylation
1873,"SNARE complex (Snap25, Syt1, Unc13b, Vamp2, Stx1b2, Stx1a)",Rat,"P21707,P32851,P60881,P61265,P63045,Q62769",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1874,"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",Human,"P60880,P63027,Q15836,Q86Y82,Q9H115",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1876,"SNARE complex (Stx4, Napa, Vamp3, Nsf, Vamp2)",Rat,"P54921,P63025,P63045,Q08850,Q9QUL6",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1879,Nsf-Stx1a-NAPB complex,Rat,"P32851,P85969,Q9QUL6",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1880,"SNARE complex (Stx1a, Napa, Snap25, Vamp2, Nsf)",Rat,"P32851,P54921,P60881,P63045,Q9QUL6",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
1895,"mTOR complex (MTOR, RICTOR, MLST8)",Human,"P42345,Q6R327,Q9BVC4",protein phosphorylation;regulation of protein kinase B signaling
1913,"GluR delta-2 complex, postsynaptic",Mouse,"D3YZU1,P97772,Q61625,Q62108,Q80Z38,Q9Z2Y3",ion channel activity;synaptic transmission;synapse assembly
